appid,name,banner,woke,description
1665190,"Monster Prom 3: Monster Roadtrip","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1665190/header_292x136.jpg?t=1725881421",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them. Multiple characters are non-binary and use they/them pronouns."
1140270,"Monster Prom 2: Monster Camp","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1140270/header_292x136.jpg?t=1725871574",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them."
743450,"Monster Prom","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/743450/header_292x136.jpg?t=1725453801",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them."
1001490,"Tower Behind the Moon","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1001490/header_292x136.jpg?t=1683820913",-1,"Contains overtly pro-LGBTQ+ messaging. Non-binary player character option."
1050210,"The Superlatives: Shattered Worlds","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1050210/header_292x136.jpg?t=1680675162",-1,"Contains overtly pro-LGBTQ+ messaging. The player can choose one of multiple non-cis gender identities."
726230,"The Superlatives: Aetherfall","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/726230/header_292x136.jpg?t=1680675432",-1,"Contains overtly pro-LGBTQ+ messaging. The player can choose one of multiple non-cis gender identities."
839940,"Silverworld","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/839940/header_292x136.jpg?t=1680675284",-1,"Contains overtly pro-LGBTQ+ messaging. The player can choose one of multiple non-cis gender identities including non-binary, gay, bi, or ace."
1343810,"Fallen Hero: Retribution","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1343810/header_292x136.jpg?t=1680675860",-1,"Contains overtly pro-LGBTQ+ messaging. Option for the player character to be genderqueer. Multiple non-cis gender relationship options."
800620,"Fallen Hero: Rebirth","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/800620/header_292x136.jpg?t=1680676125",-1,"Contains overtly pro-LGBTQ+ messaging. Option for the player character to be genderqueer."
488790,"South Park™: The Fractured But Whole™","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/488790/header_292x136.jpg?t=1680013571",-1,"Contains overtly pro-LGBTQ+ messaging. Option for the player character to be other instead of male or female. If other is selected, the player will be told there is nothing wrong with being nonbinary."
586670,"A Foretold Affair","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/586670/header_292x136.jpg?t=1573362102",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them."
844660,"Heart of the Woods","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/844660/header_292x136.jpg?t=1698453956",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is a lesbian and the game follows her lesbian romance."
742150,"Heart of the House","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/742150/header_292x136.jpg?t=1680675344",-1,"Contains overtly pro-LGBTQ+ messaging. The player can choose one of multiple non-cis gender identities including non-binary, gay, bi, ace, or poly."
2124380,"Super Lesbian Animal RPG","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2124380/header_292x136.jpg?t=1687985253",-1,"Contains overtly pro-LGBTQ+ messaging. Features a lesbian romance involving the player character. Multiple non-binary npcs that use they/them pronouns."
459310,"The Hero Project: Redemption Season","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/459310/header_292x136.jpg?t=1680675384",-1,"Contains overtly pro-LGBTQ+ messaging. The player can choose one of multiple non-cis gender identities including trans, non-binary, gay, or bi."
476490,"Choice of the Pirate","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/476490/header_292x136.jpg?t=1680675401",-1,"Contains overtly pro-LGBTQ+ messaging. Option for the player character to be non-binary. Homosexual romance options."
557700,"Empyrean","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/557700/header_292x136.jpg?t=1680675540",-1,"Contains overtly pro-LGBTQ+ messaging. Non-binary option for the player character. Homosexual romance options."
470260,"Event[0]","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/470260/header_292x136.jpg?t=1515241553",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them."
362020,"Queen At Arms","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/362020/header_292x136.jpg?t=1454718933",-1,"Contains overtly pro-LGBTQ+ messaging. The player character begins the game as a biological female crossdressing as a male. Eventually, the player gets to choose a gender identity. Genderqueer option."
453340,"Hustle Cat","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/453340/header_292x136.jpg?t=1584463902",-1,"Contains overtly pro-LGBTQ+ messaging. Non-binary player character option. Pronoun selection including an option for they/them."
633600,"Creatures Such as We","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/633600/header_292x136.jpg?t=1680670736",-1,"Contains overtly pro-LGBTQ+ messaging. Player gender identity options include options for a trans man, trans woman, person, or other. The other option is fill in the blank."
2427820,"LongStory 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2427820/header_292x136.jpg?t=1724689215",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them. Homosexual and non-binary romance options."
704010,"LongStory","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/704010/header_292x136.jpg?t=1724696533",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them. Homosexual and non-binary romance options."
1044630,"Choice of the Dragon","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1044630/header_292x136.jpg?t=1680675290",-1,"Contains overtly pro-LGBTQ+ messaging. Option for the player character to be non-binary or an undetermined gender."
386280,"Vendetta - Curse of Raven's Cry","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/386280/header_292x136.jpg?t=1577627001",1,"Contains no Woke content."
1184370,"Pathfinder: Wrath of the Righteous - Enhanced Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1184370/header_292x136.jpg?t=1725874012",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple characters comment about gender and sexuality. Multiple homosexual characters and interactions. The Commander's Tribunal describes a homoerotic scene."
1157390,"King Arthur: Knight's Tale","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1157390/header_292x136.jpg?t=1715275835",1,"Contains no Woke content."
1084160,"Jagged Alliance 3","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1084160/header_292x136.jpg?t=1725000793",1,"Contains no Woke content."
1374930,"Black Geyser: Couriers of Darkness","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1374930/header_292x136.jpg?t=1693316865",1,"Contains no Woke content."
365360,"Battle Brothers","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/365360/header_292x136.jpg?t=1709593039",1,"Contains no Woke content."
2138610,"The Legend of Heroes: Trails through Daybreak","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2138610/header_292x136.jpg?t=1722653593",-1,"Contains overtly pro-LGBTQ+ messaging. Contains overtly pro-DEI messaging. Contains overtly pro-immigration messaging. Features a story about two gay men in a love triangle."
250520,"UnderRail","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/250520/header_292x136.jpg?t=1698845579",1,"Contains no Woke content."
650670,"Grimoire : Heralds of the Winged Exemplar (V2)","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/650670/header_292x136.jpg?t=1688566235",1,"Contains no Woke content."
648410,"Colony Ship: A Post-Earth Role Playing Game","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/648410/header_292x136.jpg?t=1726254257",1,"Contains no Woke content."
257350,"Baldur's Gate II: Enhanced Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/257350/header_292x136.jpg?t=1695403830",0,"Contains subtly pro-LGBTQ+ messaging. Features a character briefly changing from a man into a woman as a result of a potion. This is presented in a humorous setting."
228280,"Baldur's Gate: Enhanced Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/228280/header_292x136.jpg?t=1695399579",-1,"Contains overtly pro-LGBTQ+ messaging. The Siege of Dragonspear dlc features gay and trans characters that talk about their sexuality, including a trans npc called Mizhena."
552620,"ATOM RPG: Post-apocalyptic indie game","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/552620/header_292x136.jpg?t=1722694410",1,"Contains no Woke content."
1651490,"Tiny Life","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1651490/header_292x136.jpg?t=1725702303",-1,"Contains overtly pro-LGBTQ+ messaging. All characters in the game use they/them pronouns."
379430,"Kingdom Come: Deliverance","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/379430/header_292x136.jpg?t=1725529269",1,"Contains no Woke content."
427520,"Factorio","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/427520/header_292x136.jpg?t=1694021968",1,"Contains no Woke content."
1677310,"In Stars And Time","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1677310/header_292x136.jpg?t=1726254919",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple characters are non-binary and use they/them pronouns, including the player character."
654880,"Dream Daddy: A Dad Dating Simulator","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/654880/header_292x136.jpg?t=1600364211",-1,"Contains overtly pro-LGBTQ+ messaging. Option to make the player character a man married to another man. Features homosexual interactions and romance."
1577120,"The Quarry","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1577120/header_292x136.jpg?t=1675190448",0,"Contains subtly pro-LGBTQ+ messaging. Optional homosexual romance."
1605220,"Dune: Spice Wars","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1605220/header_292x136.jpg?t=1725028582",-1,"Contains overtly pro-DEI messaging. Multiple characters have been race and gender swapped compared to the source material."
607080,"Psychonauts 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/607080/header_292x136.jpg?t=1723735613",-1,"Contains overtly pro-LGBTQ+ messaging. Contains overtly pro-DEI messaging. Features a gay wedding cake section. Your boss is a WOC whose backstory is she was treated unfairly by a white guy."
504230,"Celeste","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/504230/header_292x136.jpg?t=1714089525",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is trans. Pride flags visible on the player character's desk."
2369390,"Far Cry® 6","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2369390/header_292x136.jpg?t=1706823201",-1,"Contains overtly pro-LGBTQ+ messaging. Features a trans character who has undergone a full double mesectomy. The villain is brutally executed as a result of calling that character a 'tomboy' and 'her'"
253230,"A Hat in Time","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/253230/header_292x136.jpg?t=1688042605",-1,"A Hat in Time - Nyakuza Metro + Online Party DLC contains overtly pro-LGBTQ+ imagery. There is a transgender pride flag in the sewers."
1745510,"Lunacid","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1745510/header_292x136.jpg?t=1725893863",-1,"Contains overtly pro-LGBTQ+ messaging. Large number of pronouns to choose from."
975370,"Dwarf Fortress","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/975370/header_292x136.jpg?t=1721153775",0,"Contains subtly pro-LGBTQ+ messaging and subtly pro-DEI messaging. Features LGBTQ+ interactions between dwarves. However, those interactions occur at rates reflective of real-world demographics."
1817190,"Marvel’s Spider-Man: Miles Morales","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1817190/header_292x136.jpg?t=1725991497",-1,"Contains overtly pro-LGBTQ+ messaging. Contains overtly pro-DEI messaging. Prominently displayed pride and BLM flags. The new POC main character overshadows Peter Parker."
1817070,"Marvel’s Spider-Man Remastered","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1817070/header_292x136.jpg?t=1725652915",-1,"Contains overtly pro-LGBTQ+ imagery. Prominently displayed pride flags."
1320140,"Small Saga","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1320140/header_292x136.jpg?t=1701437888",-1,"Contains overtly pro-LGBTQ+ messaging. Features LGBTQ+ and non-binary characters."
898750,"Super Robot Wars 30","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/898750/header_292x136.jpg?t=1703657069",0,"Contains subtly pro-LGBTQ+ messaging. Localization rewrites dialogue to be more respectful to non-binary people."
698700,"Rise of the Third Power","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/698700/header_292x136.jpg?t=1678461958",-1,"Contains overtly pro-LGBTQ+ messaging. Features LGBTQ+ characters. Homosexual companion has you meet his husband & adopted children, the two kiss."
2187220,"Apollo Justice: Ace Attorney Trilogy","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2187220/header_292x136.jpg?t=1721102773",0,"Contains subtly pro-LGBTQ+ messaging. Localization rewrites Dual Destinies dialogue to be more respectful to those who don't follow gender norms."
